Date,Entity,Site,Commodity,GHGEmissions_tCO2e,WaterUse_m3,Energy_kWh,TRIFR,LTIFR,Scenario
2025-10-01,Quebec,North Pit,Nickel,2115.5,12311.0,674323.9,1.5,0.58,Actual
2025-10-01,Quebec,South Pit,Gold,2601.1,11229.6,729784.4,1.29,1.75,Budget
2025-10-01,Quebec,South Pit,Copper,3093.3,9299.6,904618.4,3.03,1.65,Budget
2025-10-01,Quebec,South Pit,Zinc,2573.7,16025.5,1172223.2,4.42,0.44,Budget
2025-10-01,Quebec,South Pit,Nickel,3611.1,10810.7,950023.1,3.19,1.03,Actual
2025-10-01,Quebec,Mill A,Gold,3899.1,24759.6,1458051.4,6.36,2.69,Actual
2025-10-01,Quebec,Mill A,Copper,5444.3,21952.8,1452389.4,1.32,0.4,Actual
2025-10-01,Quebec,Mill A,Zinc,1865.9,14245.0,768635.6,1.38,1.59,Actual
2025-10-01,Quebec,Mill A,Nickel,2975.1,8038.3,591310.5,3.23,1.2,Actual
2025-10-01,Quebec,Mill B,Gold,2354.8,13906.9,743484.8,4.74,1.01,Budget
2025-10-01,Quebec,Mill B,Copper,4732.6,11135.0,872088.1,1.84,3.09,Actual
2025-10-01,Quebec,Mill B,Zinc,2376.6,15903.2,950238.1,4.39,0.96,Actual
2025-10-01,Quebec,Mill B,Nickel,3228.3,18111.2,576159.1,2.84,0.75,Actual
2025-10-01,Ontario,North Pit,Gold,4775.3,11564.5,546329.7,2.02,1.01,Budget
2025-10-01,Ontario,North Pit,Copper,3027.8,15229.2,1151631.7,4.65,1.3,Actual
2025-10-01,Ontario,North Pit,Zinc,3292.8,20914.5,898170.9,0.74,1.61,Actual
2025-10-01,Ontario,North Pit,Nickel,3616.2,15264.4,944545.3,3.85,2.37,Budget
2025-10-01,Ontario,South Pit,Gold,4325.4,10467.9,1185667.2,3.04,1.7,Budget
2025-10-01,Ontario,South Pit,Copper,3986.5,12049.5,1068953.6,2.81,1.96,Actual
2025-10-01,Ontario,South Pit,Zinc,4753.4,13448.4,1126101.3,4.79,2.51,Budget
2025-10-01,Ontario,South Pit,Nickel,1949.4,11541.1,546079.1,1.91,1.1,Actual
2025-10-01,Ontario,Mill A,Gold,4901.9,10391.5,859559.4,4.56,0.33,Budget
2025-10-01,Ontario,Mill A,Copper,2608.8,12472.8,741047.9,4.65,1.72,Budget
2025-10-01,Ontario,Mill A,Zinc,2975.7,18997.3,795643.7,3.06,2.86,Budget
2025-10-01,Ontario,Mill A,Nickel,4897.5,14340.2,555277.5,2.74,0.81,Budget
2025-10-01,Ontario,Mill B,Gold,2026.9,10909.0,963539.9,1.35,2.88,Budget
2025-10-01,Ontario,Mill B,Copper,4797.3,17322.9,1035109.3,1.68,0.6,Actual
2025-10-01,Ontario,Mill B,Zinc,4665.2,14115.2,781075.9,1.19,0.41,Budget
2025-10-01,Ontario,Mill B,Nickel,3130.8,16041.2,782295.7,4.84,1.33,Actual
2025-10-01,British Columbia,North Pit,Gold,4834.2,10477.1,693117.8,1.9,2.09,Budget
2025-10-01,British Columbia,North Pit,Copper,2096.5,8235.6,833801.9,4.26,0.89,Budget
2025-10-01,British Columbia,North Pit,Zinc,4412.7,17540.1,817254.6,3.42,0.65,Actual
2025-10-01,British Columbia,North Pit,Nickel,3334.3,14565.5,642630.6,4.44,0.49,Budget
2025-10-01,British Columbia,South Pit,Gold,4564.6,17507.1,690009.8,1.24,1.75,Actual
2025-10-01,British Columbia,South Pit,Copper,3586.4,9380.8,732856.8,4.39,0.46,Budget
2025-10-01,British Columbia,South Pit,Zinc,3666.5,17754.5,791859.3,0.72,2.74,Budget
2025-10-01,British Columbia,South Pit,Nickel,4115.3,10566.8,846475.5,4.9,2.01,Actual
2025-10-01,British Columbia,Mill A,Gold,2551.6,11261.2,671616.4,3.26,0.22,Actual
2025-10-01,British Columbia,Mill A,Copper,3647.5,9365.0,590898.2,2.57,1.2,Actual
2025-10-01,British Columbia,Mill A,Zinc,5038.8,19464.8,911006.5,3.33,2.14,Actual
2025-10-01,British Columbia,Mill A,Nickel,3580.1,16053.9,884938.2,3.0,2.9,Actual
2025-10-01,British Columbia,Mill B,Gold,4167.8,9494.2,965503.5,4.48,1.06,Actual
2025-10-01,British Columbia,Mill B,Copper,4210.7,14324.1,1055121.2,4.86,2.56,Actual
2025-10-01,British Columbia,Mill B,Zinc,5413.9,18203.5,822468.4,1.45,0.43,Actual
2025-10-01,British Columbia,Mill B,Nickel,3111.9,19147.3,793493.4,1.47,0.23,Actual
2025-10-01,Nova Scotia,North Pit,Gold,2833.0,9499.2,858287.9,1.65,0.51,Actual
2025-10-01,Nova Scotia,North Pit,Copper,4663.5,14485.0,669377.5,3.67,1.99,Budget
2025-10-01,Nova Scotia,North Pit,Zinc,3425.1,10279.9,511148.8,1.6,0.37,Budget
2025-10-01,Nova Scotia,North Pit,Nickel,1740.1,6557.8,549671.3,2.7,1.11,Actual
2025-10-01,Nova Scotia,South Pit,Gold,4443.6,11311.9,768244.5,1.14,1.96,Actual
2025-10-01,Nova Scotia,South Pit,Copper,3648.8,6929.9,888177.1,2.74,0.87,Actual
2025-10-01,Nova Scotia,South Pit,Zinc,2579.0,14318.1,1200175.6,2.22,1.33,Actual
2025-10-01,Nova Scotia,South Pit,Nickel,3673.9,9755.2,746812.3,0.93,2.09,Actual
2025-10-01,Nova Scotia,Mill A,Gold,3124.6,18986.4,834627.4,4.58,0.3,Budget
2025-10-01,Nova Scotia,Mill A,Copper,2476.8,19835.9,983088.3,3.77,2.7,Actual
2025-10-01,Nova Scotia,Mill A,Zinc,3139.4,9125.1,532055.9,4.92,1.35,Actual
2025-10-01,Nova Scotia,Mill A,Nickel,3203.4,12480.0,1032510.3,1.13,1.4,Budget
2025-10-01,Nova Scotia,Mill B,Gold,5786.7,23710.4,1171258.2,2.18,1.41,Actual
2025-10-01,Nova Scotia,Mill B,Copper,4133.0,13296.3,695920.5,3.79,1.51,Budget
2025-10-01,Nova Scotia,Mill B,Zinc,3111.5,20149.1,1450330.3,4.89,1.02,Actual
2025-10-01,Nova Scotia,Mill B,Nickel,3649.8,13059.8,854711.2,3.48,0.91,Budget
2025-11-01,Canada,North Pit,Gold,2800.1,13505.8,1173959.6,4.36,1.48,Budget
2025-11-01,Canada,North Pit,Copper,4393.6,21692.2,1358720.8,0.96,0.42,Actual
2025-11-01,Canada,North Pit,Zinc,4803.4,12855.2,943685.4,3.75,0.94,Actual
2025-11-01,Canada,North Pit,Nickel,4716.6,10001.1,1038009.0,2.71,1.81,Budget
2025-11-01,Canada,South Pit,Gold,4456.0,17980.0,720325.8,1.24,2.43,Budget
2025-11-01,Canada,South Pit,Copper,4188.9,10076.8,572917.5,2.97,0.42,Actual
2025-11-01,Canada,South Pit,Zinc,2662.2,17981.8,896839.8,2.58,2.93,Budget
2025-11-01,Canada,South Pit,Nickel,2790.9,18320.7,784590.3,3.04,0.25,Actual
2025-11-01,Canada,Mill A,Gold,3028.8,10031.6,658117.3,3.71,2.12,Budget
2025-11-01,Canada,Mill A,Copper,3646.6,10182.0,901356.2,4.4,2.95,Budget
2025-11-01,Canada,Mill A,Zinc,2576.8,16849.8,471732.2,4.03,2.41,Actual
2025-11-01,Canada,Mill A,Nickel,4876.8,9230.7,661421.0,0.94,0.33,Actual
2025-11-01,Canada,Mill B,Gold,2952.0,12646.0,1009201.5,0.52,1.6,Budget
2025-11-01,Canada,Mill B,Copper,2146.6,18122.8,702327.2,2.48,2.01,Budget
2025-11-01,Canada,Mill B,Zinc,4524.5,18050.6,972544.6,2.69,1.37,Budget
2025-11-01,Canada,Mill B,Nickel,3125.3,11174.6,596938.2,3.13,1.69,Budget
2025-11-01,Holding Company,North Pit,Gold,1954.1,10449.3,406142.1,0.92,2.27,Actual
2025-11-01,Holding Company,North Pit,Copper,2146.4,13658.1,1096581.1,1.6,1.89,Actual
2025-11-01,Holding Company,North Pit,Zinc,3641.5,19603.9,1195213.7,3.69,0.9,Budget
2025-11-01,Holding Company,North Pit,Nickel,2650.5,9729.0,1001728.6,0.71,0.88,Budget
2025-11-01,Holding Company,South Pit,Gold,3786.3,10198.9,807891.6,3.57,0.39,Budget
2025-11-01,Holding Company,South Pit,Copper,3903.5,12730.3,696744.2,2.1,0.28,Actual
2025-11-01,Holding Company,South Pit,Zinc,4929.8,14987.2,705918.0,1.07,1.59,Budget
2025-11-01,Holding Company,South Pit,Nickel,3419.8,12491.0,1093523.5,3.38,2.09,Budget
2025-11-01,Holding Company,Mill A,Gold,2426.0,18518.4,1045964.4,2.55,2.03,Budget
2025-11-01,Holding Company,Mill A,Copper,2914.0,18161.0,787893.2,0.52,2.32,Budget
2025-11-01,Holding Company,Mill A,Zinc,3813.2,19152.9,608844.4,4.29,2.38,Budget
2025-11-01,Holding Company,Mill A,Nickel,3784.4,15823.7,536647.6,0.79,0.54,Budget
2025-11-01,Holding Company,Mill B,Gold,3917.6,13124.4,1088736.3,2.67,1.63,Budget
2025-11-01,Holding Company,Mill B,Copper,2585.1,14358.6,1031227.1,4.32,2.59,Actual
2025-11-01,Holding Company,Mill B,Zinc,1980.9,12178.0,760516.2,1.85,1.68,Actual
2025-11-01,Holding Company,Mill B,Nickel,5295.0,19694.5,1041523.2,2.61,2.64,Actual
2025-11-01,Alberta,North Pit,Gold,2639.9,15738.0,717485.2,2.61,0.88,Actual
2025-11-01,Alberta,North Pit,Copper,2142.2,18038.1,856987.5,0.84,2.44,Budget
2025-11-01,Alberta,North Pit,Zinc,3563.4,13277.9,1238744.2,3.93,2.03,Actual
2025-11-01,Alberta,North Pit,Nickel,4574.4,13085.0,1303559.9,1.56,3.45,Actual
2025-11-01,Alberta,South Pit,Gold,2235.8,13732.0,444826.5,2.79,0.72,Actual
2025-11-01,Alberta,South Pit,Copper,2459.1,16615.6,987020.6,3.68,1.58,Budget
2025-11-01,Alberta,South Pit,Zinc,2895.2,17479.5,1130007.5,4.36,2.33,Budget
2025-11-01,Alberta,South Pit,Nickel,2942.2,19619.9,993561.9,4.93,1.02,Budget
2025-11-01,Alberta,Mill A,Gold,3756.4,19864.1,1111690.9,2.11,0.31,Budget
2025-11-01,Alberta,Mill A,Copper,5231.3,11855.2,1101541.6,1.92,0.29,Actual
2025-11-01,Alberta,Mill A,Zinc,4992.9,17501.7,1049356.6,2.22,2.46,Budget
2025-11-01,Alberta,Mill A,Nickel,3418.5,8001.4,698708.1,3.8,0.84,Actual
2025-11-01,Alberta,Mill B,Gold,4442.8,10992.1,772673.2,3.54,1.64,Budget
2025-11-01,Alberta,Mill B,Copper,3258.6,12775.5,677849.4,1.03,1.41,Budget
2025-11-01,Alberta,Mill B,Zinc,4411.6,9088.6,899461.6,4.54,3.12,Actual
2025-11-01,Alberta,Mill B,Nickel,2932.7,14072.3,1178080.0,3.31,1.53,Budget
2025-11-01,Quebec,North Pit,Gold,4352.0,15709.3,862049.0,0.83,1.47,Budget
2025-11-01,Quebec,North Pit,Copper,3755.6,19645.7,588395.6,3.48,0.83,Budget
2025-11-01,Quebec,North Pit,Zinc,3474.1,12587.2,758620.3,3.35,2.71,Budget
2025-11-01,Quebec,North Pit,Nickel,4052.2,17672.7,983812.6,4.89,2.62,Budget
2025-11-01,Quebec,South Pit,Gold,3597.0,7669.5,636814.1,1.47,0.98,Actual
2025-11-01,Quebec,South Pit,Copper,3062.9,14871.7,889086.5,4.21,1.98,Budget
2025-11-01,Quebec,South Pit,Zinc,3883.7,16812.1,1461350.6,6.28,1.37,Actual
2025-11-01,Quebec,South Pit,Nickel,3859.4,18721.2,974108.2,2.79,2.43,Budget
2025-11-01,Quebec,Mill A,Gold,6449.3,16142.8,969389.9,4.19,1.17,Actual
2025-11-01,Quebec,Mill A,Copper,4719.4,15707.4,950740.6,2.5,1.4,Budget
2025-11-01,Quebec,Mill A,Zinc,3016.9,10001.9,942331.4,1.85,2.4,Budget
2025-11-01,Quebec,Mill A,Nickel,4158.1,10534.8,809225.6,5.96,0.47,Actual
2025-11-01,Quebec,Mill B,Gold,3245.8,9452.0,557731.1,1.54,0.88,Budget
2025-11-01,Quebec,Mill B,Copper,1621.4,9825.1,566300.0,2.51,0.27,Actual
2025-11-01,Quebec,Mill B,Zinc,2252.7,15887.4,560136.7,1.05,1.99,Actual
2025-11-01,Quebec,Mill B,Nickel,4788.4,20896.9,1336526.0,1.37,2.35,Actual
2025-11-01,Ontario,North Pit,Gold,2672.7,17091.7,902925.5,1.75,2.69,Budget
2025-11-01,Ontario,North Pit,Copper,4044.9,16617.7,498800.9,0.68,0.53,Actual
2025-11-01,Ontario,North Pit,Zinc,4242.4,15252.4,1316904.2,3.08,2.51,Actual
2025-11-01,Ontario,North Pit,Nickel,2625.3,8668.4,1012874.9,1.76,1.79,Budget
2025-11-01,Ontario,South Pit,Gold,2034.8,18559.4,1029977.2,2.78,2.13,Budget
2025-11-01,Ontario,South Pit,Copper,2718.3,8246.0,878167.7,0.82,1.53,Budget
2025-11-01,Ontario,South Pit,Zinc,2842.1,19805.6,675219.5,1.67,2.01,Actual
2025-11-01,Ontario,South Pit,Nickel,2181.2,16360.0,1185169.4,4.46,2.19,Actual
2025-11-01,Ontario,Mill A,Gold,3701.6,8206.6,642666.1,2.97,0.36,Budget
2025-11-01,Ontario,Mill A,Copper,3918.6,22599.6,819521.7,3.62,1.87,Actual
2025-11-01,Ontario,Mill A,Zinc,4551.2,13843.3,1153891.0,2.86,1.16,Budget
2025-11-01,Ontario,Mill A,Nickel,4172.1,18753.7,552223.7,4.17,2.66,Budget
2025-11-01,Ontario,Mill B,Gold,3902.2,11184.7,727242.4,0.69,0.52,Actual
2025-11-01,Ontario,Mill B,Copper,4732.5,22210.2,677622.3,2.68,0.37,Actual
2025-11-01,Ontario,Mill B,Zinc,3341.6,14383.6,1018085.4,4.49,1.54,Actual
2025-11-01,Ontario,Mill B,Nickel,2619.5,13733.8,474752.1,3.49,2.16,Actual
2025-11-01,British Columbia,North Pit,Gold,2780.2,18878.8,1041998.9,3.8,0.61,Budget
2025-11-01,British Columbia,North Pit,Copper,2848.9,15748.2,777291.1,1.28,0.65,Budget
2025-11-01,British Columbia,North Pit,Zinc,4394.0,18730.3,856766.8,2.12,2.18,Actual
2025-11-01,British Columbia,North Pit,Nickel,2802.8,15972.9,1098602.7,1.96,0.78,Budget
2025-11-01,British Columbia,South Pit,Gold,2241.5,9250.0,543842.7,0.88,1.67,Budget
2025-11-01,British Columbia,South Pit,Copper,4789.3,18290.2,1080092.2,1.82,2.65,Budget
2025-11-01,British Columbia,South Pit,Zinc,3269.6,19783.4,1016395.4,3.05,1.62,Budget
2025-11-01,British Columbia,South Pit,Nickel,2376.0,10824.9,769474.5,1.69,0.17,Actual
2025-11-01,British Columbia,Mill A,Gold,4747.6,13198.2,1175107.8,2.3,0.68,Budget
2025-11-01,British Columbia,Mill A,Copper,1731.7,11421.7,746975.5,3.47,1.15,Actual
2025-11-01,British Columbia,Mill A,Zinc,4941.6,17359.6,515111.1,0.83,0.68,Budget
2025-11-01,British Columbia,Mill A,Nickel,3835.2,14706.2,599627.6,1.28,1.35,Budget
2025-11-01,British Columbia,Mill B,Gold,3664.7,17830.6,616008.7,2.64,0.45,Actual
2025-11-01,British Columbia,Mill B,Copper,4992.7,24538.4,990712.3,2.44,0.57,Actual
2025-11-01,British Columbia,Mill B,Zinc,3692.8,23548.5,1358231.7,2.51,1.17,Actual
2025-11-01,British Columbia,Mill B,Nickel,4382.1,14214.4,889864.5,1.33,0.58,Actual
2025-11-01,Nova Scotia,North Pit,Gold,2669.2,16472.2,986270.0,1.61,1.45,Actual
2025-11-01,Nova Scotia,North Pit,Copper,5102.4,14381.2,1188619.5,3.62,2.38,Actual
2025-11-01,Nova Scotia,North Pit,Zinc,4598.7,19808.1,929548.2,3.4,0.48,Budget
2025-11-01,Nova Scotia,North Pit,Nickel,4283.3,19494.0,510457.8,0.52,2.94,Budget
2025-11-01,Nova Scotia,South Pit,Gold,4565.8,8152.6,1028317.6,3.59,0.84,Budget
2025-11-01,Nova Scotia,South Pit,Copper,3559.8,13226.3,717659.1,1.2,0.5,Actual
2025-11-01,Nova Scotia,South Pit,Zinc,4340.2,17025.3,629759.2,4.82,0.45,Budget
2025-11-01,Nova Scotia,South Pit,Nickel,2661.5,24460.5,821847.9,5.34,1.89,Actual
2025-11-01,Nova Scotia,Mill A,Gold,2021.2,15593.9,519449.2,4.94,2.14,Budget
2025-11-01,Nova Scotia,Mill A,Copper,2141.1,13242.9,848115.4,2.83,0.89,Budget
2025-11-01,Nova Scotia,Mill A,Zinc,3548.0,21092.0,721405.3,0.63,0.45,Actual
2025-11-01,Nova Scotia,Mill A,Nickel,3471.1,10431.3,906199.9,1.4,2.09,Budget
2025-11-01,Nova Scotia,Mill B,Gold,3087.4,10773.4,944256.2,2.41,0.62,Budget
2025-11-01,Nova Scotia,Mill B,Copper,2753.5,6696.7,744797.0,1.15,0.39,Actual
2025-11-01,Nova Scotia,Mill B,Zinc,2262.5,9728.2,1009786.7,3.82,2.32,Actual
2025-11-01,Nova Scotia,Mill B,Nickel,1720.4,10545.5,475824.0,1.69,1.36,Actual
2025-12-01,Canada,North Pit,Gold,2157.9,16131.2,605677.0,3.84,0.72,Budget
2025-12-01,Canada,North Pit,Copper,4543.1,14674.8,713716.3,4.79,1.3,Budget
2025-12-01,Canada,North Pit,Zinc,2644.6,17788.3,685536.5,2.81,2.52,Actual
2025-12-01,Canada,North Pit,Nickel,4560.4,9310.7,873294.7,3.26,2.4,Budget
2025-12-01,Canada,South Pit,Gold,2999.9,16468.3,1134970.7,3.23,1.71,Budget
2025-12-01,Canada,South Pit,Copper,3342.3,23080.9,1100652.6,5.78,1.46,Actual
2025-12-01,Canada,South Pit,Zinc,2024.9,13792.7,732995.3,1.01,2.21,Actual
2025-12-01,Canada,South Pit,Nickel,2021.7,7107.2,562952.4,3.95,0.25,Actual
2025-12-01,Canada,Mill A,Gold,4196.9,8469.6,1144194.0,3.2,0.56,Budget
2025-12-01,Canada,Mill A,Copper,4554.5,23178.9,994368.8,4.1,1.31,Actual
2025-12-01,Canada,Mill A,Zinc,3892.6,8179.0,642044.4,3.5,2.55,Budget
2025-12-01,Canada,Mill A,Nickel,3646.2,10928.7,1204476.6,5.53,3.23,Actual
2025-12-01,Canada,Mill B,Gold,2822.0,10360.3,523593.2,2.65,2.06,Actual
2025-12-01,Canada,Mill B,Copper,3137.5,11758.0,854832.6,1.69,2.33,Actual
2025-12-01,Canada,Mill B,Zinc,2181.2,16283.5,830676.8,3.72,1.37,Budget
2025-12-01,Canada,Mill B,Nickel,5332.7,20566.9,1071531.9,3.2,3.46,Actual
2025-12-01,Holding Company,North Pit,Gold,3912.2,10734.0,1078370.1,3.61,2.97,Budget
2025-12-01,Holding Company,North Pit,Copper,3000.1,17131.5,1058698.1,2.36,1.23,Actual
2025-12-01,Holding Company,North Pit,Zinc,4818.3,9491.6,893558.6,3.81,2.43,Budget
2025-12-01,Holding Company,North Pit,Nickel,3223.6,18808.5,1181602.8,0.9,1.04,Budget
2025-12-01,Holding Company,South Pit,Gold,1619.6,7867.0,876147.4,3.67,1.91,Actual
2025-12-01,Holding Company,South Pit,Copper,3131.0,18330.5,740548.2,4.39,0.29,Budget
2025-12-01,Holding Company,South Pit,Zinc,4309.4,19340.5,682522.1,1.76,0.9,Actual
2025-12-01,Holding Company,South Pit,Nickel,3988.9,10697.6,903500.9,3.95,1.03,Actual
2025-12-01,Holding Company,Mill A,Gold,4200.4,10550.3,557012.9,1.47,0.4,Budget
2025-12-01,Holding Company,Mill A,Copper,4539.9,15417.7,651379.5,1.2,1.38,Budget
2025-12-01,Holding Company,Mill A,Zinc,4357.1,9407.1,546486.5,0.7,0.4,Budget
2025-12-01,Holding Company,Mill A,Nickel,3584.3,12061.2,897751.3,2.76,1.51,Actual
2025-12-01,Holding Company,Mill B,Gold,1631.8,7897.1,745759.9,3.18,0.93,Actual
2025-12-01,Holding Company,Mill B,Copper,4093.1,13504.9,539767.8,2.46,0.92,Budget
2025-12-01,Holding Company,Mill B,Zinc,1612.1,6007.8,707371.4,1.97,0.72,Actual
2025-12-01,Holding Company,Mill B,Nickel,3533.8,12492.8,542662.9,2.04,1.8,Budget
2025-12-01,Alberta,North Pit,Gold,2721.2,14706.0,536278.8,2.28,1.64,Budget
2025-12-01,Alberta,North Pit,Copper,3658.1,16777.3,1139829.8,3.25,0.26,Budget
2025-12-01,Alberta,North Pit,Zinc,2261.9,14321.8,871111.9,4.0,2.07,Budget
2025-12-01,Alberta,North Pit,Nickel,4338.9,8956.1,1086956.9,1.01,0.89,Actual
2025-12-01,Alberta,South Pit,Gold,3793.7,23006.5,672222.8,0.78,3.22,Actual
2025-12-01,Alberta,South Pit,Copper,4467.5,18660.1,1038415.6,2.53,2.31,Budget
2025-12-01,Alberta,South Pit,Zinc,3383.9,15415.6,715409.1,1.61,0.64,Budget
2025-12-01,Alberta,South Pit,Nickel,4542.2,20209.0,789624.2,3.93,3.02,Actual
2025-12-01,Alberta,Mill A,Gold,2353.7,12461.6,870342.0,3.45,1.24,Actual
2025-12-01,Alberta,Mill A,Copper,2698.7,16466.6,1117374.4,0.96,0.33,Budget
2025-12-01,Alberta,Mill A,Zinc,3508.9,11724.3,578857.7,4.37,1.21,Budget
2025-12-01,Alberta,Mill A,Nickel,2157.4,11158.5,359284.2,3.37,1.92,Actual
2025-12-01,Alberta,Mill B,Gold,2641.5,9394.0,662274.3,3.57,0.37,Budget
2025-12-01,Alberta,Mill B,Copper,3709.8,14633.3,983292.1,1.89,1.74,Actual
2025-12-01,Alberta,Mill B,Zinc,3019.4,8589.1,548629.6,0.63,2.19,Budget
2025-12-01,Alberta,Mill B,Nickel,4704.6,18703.1,718588.8,2.0,2.44,Actual
2025-12-01,Quebec,North Pit,Gold,3416.4,9305.3,789813.3,3.12,1.19,Budget
2025-12-01,Quebec,North Pit,Copper,5137.2,16280.1,646861.8,2.24,2.45,Actual
2025-12-01,Quebec,North Pit,Zinc,4080.4,10323.6,575464.5,2.84,0.61,Budget
2025-12-01,Quebec,North Pit,Nickel,3030.0,12218.8,918734.5,0.43,1.41,Actual
2025-12-01,Quebec,South Pit,Gold,3368.5,9751.4,910194.3,4.88,1.5,Actual
2025-12-01,Quebec,South Pit,Copper,4840.6,11326.7,1140645.7,0.73,1.56,Actual
2025-12-01,Quebec,South Pit,Zinc,4533.5,10907.2,953353.9,0.59,2.54,Budget
2025-12-01,Quebec,South Pit,Nickel,4556.5,10095.2,1200231.9,4.18,1.4,Actual
2025-12-01,Quebec,Mill A,Gold,3249.3,17998.3,501355.2,4.79,1.32,Budget
2025-12-01,Quebec,Mill A,Copper,3063.9,11457.4,801387.9,3.09,1.58,Actual
2025-12-01,Quebec,Mill A,Zinc,4691.9,16542.9,676020.1,0.6,1.35,Budget
2025-12-01,Quebec,Mill A,Nickel,2653.3,16886.8,609207.3,4.09,1.2,Budget
2025-12-01,Quebec,Mill B,Gold,4026.9,19424.1,1023240.7,3.14,0.55,Actual
2025-12-01,Quebec,Mill B,Copper,3146.0,17897.2,932153.1,4.79,0.61,Budget
2025-12-01,Quebec,Mill B,Zinc,5327.9,20244.1,829259.3,2.68,3.69,Actual
2025-12-01,Quebec,Mill B,Nickel,4033.0,15767.7,894582.5,1.8,1.1,Budget
2025-12-01,Ontario,North Pit,Gold,4401.6,19193.4,663135.5,0.84,3.62,Actual
2025-12-01,Ontario,North Pit,Copper,2129.9,7837.2,465535.1,3.43,1.51,Actual
2025-12-01,Ontario,North Pit,Zinc,4427.3,14033.3,686312.3,4.49,2.86,Budget
2025-12-01,Ontario,North Pit,Nickel,2316.4,9311.7,1043652.7,4.43,2.93,Budget
2025-12-01,Ontario,South Pit,Gold,4927.1,11440.2,1543179.5,3.78,3.6,Actual
2025-12-01,Ontario,South Pit,Copper,2153.8,12492.4,580660.9,4.27,0.23,Budget
2025-12-01,Ontario,South Pit,Zinc,2523.5,13162.5,617362.7,0.8,0.57,Actual
2025-12-01,Ontario,South Pit,Nickel,3148.6,12099.2,868576.9,0.4,1.55,Actual
2025-12-01,Ontario,Mill A,Gold,2985.8,14346.5,555020.9,4.3,0.97,Budget
2025-12-01,Ontario,Mill A,Copper,2143.7,12234.6,634353.7,2.47,0.9,Actual
2025-12-01,Ontario,Mill A,Zinc,2177.5,18534.1,975523.8,2.65,1.8,Budget
2025-12-01,Ontario,Mill A,Nickel,4459.8,18764.6,904483.8,2.46,0.59,Actual
2025-12-01,Ontario,Mill B,Gold,4525.2,19520.3,772556.8,4.98,1.54,Actual
2025-12-01,Ontario,Mill B,Copper,2175.6,12335.1,519593.6,1.55,0.38,Actual
2025-12-01,Ontario,Mill B,Zinc,2434.0,14388.0,710378.0,4.37,1.69,Actual
2025-12-01,Ontario,Mill B,Nickel,3555.2,19616.7,507527.8,2.56,0.39,Budget
2025-12-01,British Columbia,North Pit,Gold,2620.4,15514.5,1529653.0,1.11,0.73,Actual
2025-12-01,British Columbia,North Pit,Copper,4152.3,13459.6,975429.7,2.88,0.34,Actual
2025-12-01,British Columbia,North Pit,Zinc,4611.9,14136.5,730272.9,2.56,2.5,Actual
2025-12-01,British Columbia,North Pit,Nickel,4200.7,10854.4,1060196.1,1.95,1.23,Actual
2025-12-01,British Columbia,South Pit,Gold,4690.8,18823.6,520406.2,1.8,0.49,Budget
2025-12-01,British Columbia,South Pit,Copper,2235.5,12314.3,608172.6,2.58,2.06,Budget
2025-12-01,British Columbia,South Pit,Zinc,4015.5,16655.6,698098.0,5.34,1.33,Actual
2025-12-01,British Columbia,South Pit,Nickel,2239.9,8970.5,1198800.7,1.2,2.02,Budget
2025-12-01,British Columbia,Mill A,Gold,3139.4,6702.3,450643.6,2.03,0.51,Actual
2025-12-01,British Columbia,Mill A,Copper,5237.8,24304.9,955779.1,2.03,0.55,Actual
2025-12-01,British Columbia,Mill A,Zinc,2473.1,11478.9,808739.5,3.17,0.62,Actual
2025-12-01,British Columbia,Mill A,Nickel,3048.1,10530.6,890236.3,2.81,1.49,Actual
2025-12-01,British Columbia,Mill B,Gold,3273.4,16535.4,635205.1,4.04,1.19,Budget
2025-12-01,British Columbia,Mill B,Copper,2060.0,11052.2,771137.8,2.04,2.32,Actual
2025-12-01,British Columbia,Mill B,Zinc,2703.3,16504.4,1163946.2,2.4,1.08,Budget
2025-12-01,British Columbia,Mill B,Nickel,4452.2,8549.3,772065.9,1.25,1.2,Budget
2025-12-01,Nova Scotia,North Pit,Gold,4823.3,19225.5,984489.9,0.57,0.83,Actual
2025-12-01,Nova Scotia,North Pit,Copper,3907.5,13308.8,907970.6,2.03,2.45,Budget
2025-12-01,Nova Scotia,North Pit,Zinc,2434.7,10052.9,652694.0,2.24,1.61,Actual
2025-12-01,Nova Scotia,North Pit,Nickel,2247.4,15407.9,879254.7,2.92,1.28,Budget
2025-12-01,Nova Scotia,South Pit,Gold,3039.0,19737.8,1087026.2,4.43,0.79,Actual
2025-12-01,Nova Scotia,South Pit,Copper,2112.2,8502.1,688327.9,1.07,0.69,Actual
2025-12-01,Nova Scotia,South Pit,Zinc,3347.5,6041.1,389675.0,2.96,0.79,Actual
2025-12-01,Nova Scotia,South Pit,Nickel,3792.4,16428.6,1247071.9,5.33,0.47,Actual
2025-12-01,Nova Scotia,Mill A,Gold,3012.3,15229.7,947575.3,1.08,0.76,Actual
2025-12-01,Nova Scotia,Mill A,Copper,3108.5,11091.1,559263.7,4.85,0.74,Budget
2025-12-01,Nova Scotia,Mill A,Zinc,4746.7,17696.4,521877.6,1.78,1.64,Actual
2025-12-01,Nova Scotia,Mill A,Nickel,3340.6,16940.8,940930.3,4.04,1.91,Budget
2025-12-01,Nova Scotia,Mill B,Gold,4218.8,17545.2,952664.1,1.43,2.54,Budget
