Date,Entity,Site,Commodity,OreProcessed,Grade,RecoveryRate,MetalProduced,Scenario
2025-11-01,British Columbia,Mill A,Zinc,47900.4,0.00741,0.6545,568.8,Actual
2025-11-01,British Columbia,Mill A,Nickel,53307.7,0.00291,0.7425,1805.4,Actual
2025-11-01,British Columbia,Mill B,Gold,41195.9,0.02082,0.6037,857.8,Actual
2025-11-01,British Columbia,Mill B,Copper,50474.3,0.01412,0.5794,486.1,Actual
2025-11-01,British Columbia,Mill B,Zinc,30829.5,0.02845,0.7455,336.9,Budget
2025-11-01,British Columbia,Mill B,Nickel,97152.2,0.01616,0.8475,1727.3,Budget
2025-11-01,Nova Scotia,North Pit,Gold,33669.8,0.00319,0.702,1161.8,Budget
2025-11-01,Nova Scotia,North Pit,Copper,73229.7,0.00739,0.9551,1503.1,Actual
2025-11-01,Nova Scotia,North Pit,Zinc,62079.8,0.0098,0.7157,1629.1,Budget
2025-11-01,Nova Scotia,North Pit,Nickel,41824.3,0.00115,0.8756,1033.7,Budget
2025-11-01,Nova Scotia,South Pit,Gold,60191.4,0.01723,0.8458,1607.7,Budget
2025-11-01,Nova Scotia,South Pit,Copper,52046.1,0.01197,0.7029,301.5,Budget
2025-11-01,Nova Scotia,South Pit,Zinc,69862.9,0.00645,0.685,1255.1,Actual
2025-11-01,Nova Scotia,South Pit,Nickel,38010.0,0.02403,0.7615,330.4,Actual
2025-11-01,Nova Scotia,Mill A,Gold,39610.1,0.02806,0.7196,622.7,Budget
2025-11-01,Nova Scotia,Mill A,Copper,85098.9,0.02089,0.9688,1541.0,Actual
2025-11-01,Nova Scotia,Mill A,Zinc,90523.0,0.00882,1.0,529.4,Actual
2025-11-01,Nova Scotia,Mill A,Nickel,92809.7,0.02012,0.712,274.2,Budget
2025-11-01,Nova Scotia,Mill B,Gold,30421.3,0.00734,0.9419,1982.1,Budget
2025-11-01,Nova Scotia,Mill B,Copper,70640.6,0.01455,0.9041,383.4,Budget
2025-11-01,Nova Scotia,Mill B,Zinc,59463.6,0.02873,0.9295,506.8,Budget
2025-11-01,Nova Scotia,Mill B,Nickel,77599.3,0.00749,0.8983,296.5,Actual
2025-12-01,Canada,North Pit,Gold,89337.3,0.03061,1.0,2183.2,Actual
2025-12-01,Canada,North Pit,Copper,70294.7,0.00739,0.7376,51.9,Actual
2025-12-01,Canada,North Pit,Zinc,85174.2,0.02297,0.9046,1934.3,Budget
2025-12-01,Canada,North Pit,Nickel,48078.4,0.02402,0.8129,83.4,Budget
2025-12-01,Canada,South Pit,Gold,55991.7,0.00626,0.7172,687.0,Actual
2025-12-01,Canada,South Pit,Copper,72176.2,0.01863,0.8559,1488.5,Budget
2025-12-01,Canada,South Pit,Zinc,79887.1,0.01287,0.9726,1450.1,Actual
2025-12-01,Canada,South Pit,Nickel,110141.0,0.03105,1.0,528.4,Actual
2025-12-01,Canada,Mill A,Gold,68238.3,0.00191,0.9795,108.6,Actual
2025-12-01,Canada,Mill A,Copper,89482.5,0.00397,0.7749,410.6,Budget
2025-12-01,Canada,Mill A,Zinc,97144.5,0.02805,0.9218,606.5,Budget
2025-12-01,Canada,Mill A,Nickel,52856.3,0.02325,0.7167,514.8,Actual
2025-12-01,Canada,Mill B,Gold,85422.7,0.00765,0.7026,634.6,Budget
2025-12-01,Canada,Mill B,Copper,90496.3,0.0277,0.933,75.4,Budget
2025-12-01,Canada,Mill B,Zinc,83554.7,0.00995,1.0,1138.1,Actual
2025-12-01,Canada,Mill B,Nickel,32376.1,0.00372,0.7408,564.7,Actual
2025-12-01,Holding Company,North Pit,Gold,76702.8,0.01166,0.8516,1035.4,Actual
2025-12-01,Holding Company,North Pit,Copper,38161.3,0.01582,0.8676,593.0,Budget
2025-12-01,Holding Company,North Pit,Zinc,87194.3,0.02751,0.743,1530.6,Budget
2025-12-01,Holding Company,North Pit,Nickel,72257.6,0.01897,0.8209,1189.4,Actual
2025-12-01,Holding Company,South Pit,Gold,67192.4,0.01067,0.9353,1558.7,Budget
2025-12-01,Holding Company,South Pit,Copper,83083.1,0.00803,0.7657,581.8,Budget
2025-12-01,Holding Company,South Pit,Zinc,74633.9,0.00325,0.8507,128.8,Budget
2025-12-01,Holding Company,South Pit,Nickel,80971.1,0.0089,0.9084,1199.1,Actual
2025-12-01,Holding Company,Mill A,Gold,61374.9,0.02669,0.831,1059.7,Budget
2025-12-01,Holding Company,Mill A,Copper,78904.8,0.00203,0.7098,870.5,Budget
2025-12-01,Holding Company,Mill A,Zinc,38143.2,0.01307,0.7702,649.6,Budget
2025-12-01,Holding Company,Mill A,Nickel,67373.5,0.01717,0.8462,833.5,Budget
2025-12-01,Holding Company,Mill B,Gold,21231.8,0.0086,0.5626,479.2,Actual
2025-12-01,Holding Company,Mill B,Copper,44326.6,0.00396,0.8183,669.2,Budget
2025-12-01,Holding Company,Mill B,Zinc,64038.2,0.02962,0.8264,591.2,Budget
2025-12-01,Holding Company,Mill B,Nickel,91937.0,0.01696,0.8978,1281.7,Actual
2025-12-01,Alberta,North Pit,Gold,113395.6,0.01086,1.0,1079.4,Actual
2025-12-01,Alberta,North Pit,Copper,54706.8,0.00971,1.0,179.0,Actual
2025-12-01,Alberta,North Pit,Zinc,71414.7,0.01688,0.8175,1737.0,Budget
2025-12-01,Alberta,North Pit,Nickel,82699.0,0.02928,0.8463,1924.9,Actual
2025-12-01,Alberta,South Pit,Gold,44601.2,0.00873,0.7424,1409.9,Actual
2025-12-01,Alberta,South Pit,Copper,81387.3,0.00517,0.8123,1312.6,Budget
2025-12-01,Alberta,South Pit,Zinc,43948.5,0.00483,0.9379,433.4,Budget
2025-12-01,Alberta,South Pit,Nickel,52643.6,0.01271,0.5921,126.8,Actual
2025-12-01,Alberta,Mill A,Gold,65724.8,0.02529,0.6221,1299.7,Actual
2025-12-01,Alberta,Mill A,Copper,38028.9,0.02817,0.8336,749.6,Budget
2025-12-01,Alberta,Mill A,Zinc,47806.1,0.02234,0.8653,1294.6,Budget
2025-12-01,Alberta,Mill A,Nickel,100765.3,0.01655,0.8903,1471.9,Actual
2025-12-01,Alberta,Mill B,Gold,65305.3,0.02362,0.8125,1423.5,Budget
2025-12-01,Alberta,Mill B,Copper,80220.0,0.01444,0.7395,1373.8,Actual
2025-12-01,Alberta,Mill B,Zinc,71365.4,0.00472,0.76,1649.5,Actual
2025-12-01,Alberta,Mill B,Nickel,55296.4,0.02469,0.7588,1679.0,Budget
2025-12-01,Quebec,North Pit,Gold,86002.8,0.02262,0.8841,1017.0,Actual
2025-12-01,Quebec,North Pit,Copper,52866.7,0.01189,0.7037,1558.9,Actual
2025-12-01,Quebec,North Pit,Zinc,47713.8,0.01978,0.7102,377.6,Actual
2025-12-01,Quebec,North Pit,Nickel,58548.1,0.00882,0.7281,424.0,Budget
2025-12-01,Quebec,South Pit,Gold,58048.4,0.02482,0.9019,988.1,Budget
2025-12-01,Quebec,South Pit,Copper,65658.2,0.01742,0.692,1492.8,Actual
2025-12-01,Quebec,South Pit,Zinc,69150.4,0.00333,0.8177,1750.6,Budget
2025-12-01,Quebec,South Pit,Nickel,53630.8,0.03211,0.94,296.1,Actual
2025-12-01,Quebec,Mill A,Gold,32589.3,0.01242,0.7229,370.3,Budget
2025-12-01,Quebec,Mill A,Copper,73158.5,0.02496,0.7702,622.6,Budget
2025-12-01,Quebec,Mill A,Zinc,49235.6,0.00187,0.7622,1802.0,Budget
2025-12-01,Quebec,Mill A,Nickel,56229.0,0.00337,0.9103,1878.3,Budget
2025-12-01,Quebec,Mill B,Gold,85885.4,0.00263,0.7391,677.5,Budget
2025-12-01,Quebec,Mill B,Copper,61274.0,0.01096,0.677,1561.7,Actual
2025-12-01,Quebec,Mill B,Zinc,32795.6,0.01528,0.8147,1987.5,Budget
2025-12-01,Quebec,Mill B,Nickel,57857.7,0.0063,0.8224,1578.4,Budget
2025-12-01,Ontario,North Pit,Gold,96374.7,0.00111,0.9034,497.0,Budget
2025-12-01,Ontario,North Pit,Copper,99666.1,0.02927,0.998,1769.6,Actual
2025-12-01,Ontario,North Pit,Zinc,66202.7,0.01783,0.754,890.4,Budget
2025-12-01,Ontario,North Pit,Nickel,49062.3,0.0187,0.9148,1416.9,Actual
2025-12-01,Ontario,South Pit,Gold,44412.2,0.01406,0.8439,680.8,Budget
2025-12-01,Ontario,South Pit,Copper,31581.5,0.02533,0.8236,1297.4,Actual
2025-12-01,Ontario,South Pit,Zinc,75785.9,0.02317,0.8329,110.2,Budget
2025-12-01,Ontario,South Pit,Nickel,25884.6,0.0209,0.6891,1697.9,Actual
2025-12-01,Ontario,Mill A,Gold,96528.1,0.01651,0.9328,1614.9,Actual
2025-12-01,Ontario,Mill A,Copper,108404.0,0.03671,1.0,575.8,Actual
2025-12-01,Ontario,Mill A,Zinc,44144.5,0.02298,0.7428,1590.6,Budget
2025-12-01,Ontario,Mill A,Nickel,34905.3,0.02584,0.7031,508.0,Budget
2025-12-01,Ontario,Mill B,Gold,46177.9,0.01126,0.9399,184.0,Budget
2025-12-01,Ontario,Mill B,Copper,96126.5,0.00649,0.7982,167.7,Budget
2025-12-01,Ontario,Mill B,Zinc,92199.0,0.00735,0.7812,1762.3,Budget
2025-12-01,Ontario,Mill B,Nickel,63574.6,0.00977,0.6281,286.3,Actual
2025-12-01,British Columbia,North Pit,Gold,99809.4,0.0042,0.8474,548.8,Budget
2025-12-01,British Columbia,North Pit,Copper,54974.6,0.01172,0.8787,1370.2,Actual
2025-12-01,British Columbia,North Pit,Zinc,104011.5,0.00238,0.9554,1121.0,Actual
2025-12-01,British Columbia,North Pit,Nickel,31629.2,0.01821,0.6759,1163.4,Actual
2025-12-01,British Columbia,South Pit,Gold,63166.3,0.00584,0.838,297.7,Budget
2025-12-01,British Columbia,South Pit,Copper,114849.4,0.01168,0.966,172.4,Actual
2025-12-01,British Columbia,South Pit,Zinc,32242.2,0.00548,0.9004,1409.9,Budget
2025-12-01,British Columbia,South Pit,Nickel,54010.4,0.01114,1.0,2152.4,Actual
2025-12-01,British Columbia,Mill A,Gold,39533.0,0.01969,0.8144,687.7,Budget
2025-12-01,British Columbia,Mill A,Copper,55816.1,0.00372,0.6096,557.6,Actual
2025-12-01,British Columbia,Mill A,Zinc,68995.8,0.00275,0.6692,334.5,Actual
2025-12-01,British Columbia,Mill A,Nickel,70411.8,0.00333,0.9484,604.6,Budget
2025-12-01,British Columbia,Mill B,Gold,71700.6,0.01715,0.8755,1965.3,Budget
2025-12-01,British Columbia,Mill B,Copper,36184.8,0.00186,0.7699,1256.7,Actual
2025-12-01,British Columbia,Mill B,Zinc,67658.0,0.00512,0.7761,1567.5,Actual
2025-12-01,British Columbia,Mill B,Nickel,69503.0,0.02924,0.8397,881.7,Budget
2025-12-01,Nova Scotia,North Pit,Gold,76305.0,0.00989,0.7439,266.8,Actual
2025-12-01,Nova Scotia,North Pit,Copper,55093.4,0.01029,0.8071,1622.4,Budget
2025-12-01,Nova Scotia,North Pit,Zinc,87641.2,0.01695,0.7643,1249.3,Budget
2025-12-01,Nova Scotia,North Pit,Nickel,35856.4,0.02488,0.9195,1650.1,Budget
2025-12-01,Nova Scotia,South Pit,Gold,55044.7,0.00574,0.5721,679.9,Actual
2025-12-01,Nova Scotia,South Pit,Copper,84406.4,0.01784,0.8042,1765.1,Budget
2025-12-01,Nova Scotia,South Pit,Zinc,52923.0,0.00875,0.7827,1272.4,Budget
2025-12-01,Nova Scotia,South Pit,Nickel,34546.0,0.0061,0.73,278.2,Budget
2025-12-01,Nova Scotia,Mill A,Gold,70592.7,0.01624,0.606,972.8,Actual
2025-12-01,Nova Scotia,Mill A,Copper,65504.1,0.00182,0.5515,580.8,Actual
2025-12-01,Nova Scotia,Mill A,Zinc,69757.0,0.01669,0.7723,1402.0,Actual
2025-12-01,Nova Scotia,Mill A,Nickel,68446.0,0.02903,0.8423,654.3,Actual
2025-12-01,Nova Scotia,Mill B,Gold,45545.0,0.00168,0.923,1563.0,Budget
2025-12-01,Nova Scotia,Mill B,Copper,63519.0,0.00925,0.8287,428.4,Budget
2025-12-01,Nova Scotia,Mill B,Zinc,69985.0,0.007,0.9411,447.9,Budget
2025-12-01,Nova Scotia,Mill B,Nickel,66470.3,0.01489,0.4872,375.1,Actual
2023-01-01,Canada,North Pit,Gold,72665.2,0.00621,0.6752,968.0,Actual
2023-01-01,Canada,North Pit,Copper,44315.3,0.00623,0.78,1108.9,Actual
2023-01-01,Canada,North Pit,Zinc,55881.7,0.02723,0.812,1619.5,Budget
2023-01-01,Canada,North Pit,Nickel,42846.9,0.01211,0.9455,1958.3,Budget
2023-01-01,Canada,South Pit,Gold,32856.4,0.0262,0.7355,1214.6,Budget
2023-01-01,Canada,South Pit,Copper,98170.0,0.02038,0.7443,1348.2,Budget
2023-01-01,Canada,South Pit,Zinc,82920.3,0.01483,0.7659,409.3,Budget
2023-01-01,Canada,South Pit,Nickel,88932.7,0.00596,0.9063,1874.7,Actual
2023-01-01,Canada,Mill A,Gold,76222.9,0.01813,0.9089,1561.8,Budget
2023-01-01,Canada,Mill A,Copper,67175.9,0.02521,0.7997,426.7,Actual
2023-01-01,Canada,Mill A,Zinc,100117.3,0.00707,1.0,1892.5,Actual
2023-01-01,Canada,Mill A,Nickel,66979.2,0.00858,0.6779,1188.0,Actual
2023-01-01,Canada,Mill B,Gold,90034.3,0.01344,0.7236,299.4,Budget
2023-01-01,Canada,Mill B,Copper,59007.5,0.00161,0.77,255.4,Budget
2023-01-01,Canada,Mill B,Zinc,54809.6,0.01738,0.846,1844.5,Budget
2023-01-01,Canada,Mill B,Nickel,74248.9,0.01739,0.7892,1145.0,Budget
2023-01-01,Holding Company,North Pit,Gold,30731.8,0.00316,0.7678,649.7,Actual
2023-01-01,Holding Company,North Pit,Copper,31648.3,0.00549,0.971,1485.3,Actual
2023-01-01,Holding Company,North Pit,Zinc,56559.8,0.01506,0.7881,946.0,Actual
2023-01-01,Holding Company,North Pit,Nickel,58085.9,0.0236,0.7508,496.3,Budget
2023-01-01,Holding Company,South Pit,Gold,77959.5,0.01979,0.7638,894.1,Budget
2023-01-01,Holding Company,South Pit,Copper,51020.3,0.01272,0.9148,1101.3,Budget
2023-01-01,Holding Company,South Pit,Zinc,88772.5,0.01316,0.9206,1889.3,Budget
2023-01-01,Holding Company,South Pit,Nickel,59418.6,0.00749,0.8526,958.5,Actual
2023-01-01,Holding Company,Mill A,Gold,70061.0,0.01502,0.6326,709.4,Actual
2023-01-01,Holding Company,Mill A,Copper,46404.7,0.02209,0.8883,818.8,Budget
2023-01-01,Holding Company,Mill A,Zinc,40650.7,0.00677,0.8507,230.5,Budget
2023-01-01,Holding Company,Mill A,Nickel,92352.5,0.01571,0.7899,143.1,Actual
2023-01-01,Holding Company,Mill B,Gold,72882.8,0.00797,0.8871,1820.3,Budget
2023-01-01,Holding Company,Mill B,Copper,81520.4,0.02203,0.8294,314.2,Budget
2023-01-01,Holding Company,Mill B,Zinc,60215.7,0.01335,0.4858,403.7,Actual
2023-01-01,Holding Company,Mill B,Nickel,73408.5,0.01721,0.7597,1106.4,Actual
2023-01-01,Alberta,North Pit,Gold,107655.4,0.01469,1.0,2028.3,Actual
2023-01-01,Alberta,North Pit,Copper,88635.2,0.02244,0.87,220.7,Actual
2023-01-01,Alberta,North Pit,Zinc,114316.5,0.03974,1.0,550.6,Actual
2023-01-01,Alberta,North Pit,Nickel,71634.5,0.01475,0.8774,1572.9,Budget
2023-01-01,Alberta,South Pit,Gold,47859.7,0.01993,1.0,283.1,Actual
2023-01-01,Alberta,South Pit,Copper,42325.6,0.02077,0.5703,273.7,Actual
2023-01-01,Alberta,South Pit,Zinc,55094.6,0.01915,0.5827,1355.8,Actual
2023-01-01,Alberta,South Pit,Nickel,83807.0,0.02493,0.8648,162.1,Budget
2023-01-01,Alberta,Mill A,Gold,37221.3,0.0297,0.7658,817.2,Budget
2023-01-01,Alberta,Mill A,Copper,93170.5,0.00401,0.8097,1702.4,Budget
2023-01-01,Alberta,Mill A,Zinc,43454.7,0.02151,0.8619,1423.4,Budget
2023-01-01,Alberta,Mill A,Nickel,64769.6,0.0219,0.8618,815.8,Budget
2023-01-01,Alberta,Mill B,Gold,77572.1,0.01684,0.8842,1897.5,Budget
2023-01-01,Alberta,Mill B,Copper,41612.2,0.01047,0.7459,36.8,Budget
2023-01-01,Alberta,Mill B,Zinc,29054.5,0.00965,0.8431,1031.1,Actual
2023-01-01,Alberta,Mill B,Nickel,39469.9,0.02648,0.8617,847.7,Actual
2023-01-01,Quebec,North Pit,Gold,71351.6,0.02286,0.7724,1177.9,Actual
2023-01-01,Quebec,North Pit,Copper,75301.7,0.00613,0.7917,1793.6,Budget
2023-01-01,Quebec,North Pit,Zinc,89858.6,0.02938,0.8474,1075.6,Budget
2023-01-01,Quebec,North Pit,Nickel,132294.3,0.00293,1.0,2638.8,Actual
2023-01-01,Quebec,South Pit,Gold,49056.6,0.0068,0.9993,1743.5,Actual
2023-01-01,Quebec,South Pit,Copper,64693.1,0.01598,0.6174,1481.5,Actual
2023-01-01,Quebec,South Pit,Zinc,55255.9,0.01201,0.8316,57.3,Budget
2023-01-01,Quebec,South Pit,Nickel,41973.7,0.01603,0.8953,340.8,Budget
2023-01-01,Quebec,Mill A,Gold,42280.3,0.00882,0.8372,451.6,Budget
2023-01-01,Quebec,Mill A,Copper,39824.8,0.00951,0.7609,1633.9,Budget
2023-01-01,Quebec,Mill A,Zinc,29684.4,0.00541,0.638,1456.0,Actual
2023-01-01,Quebec,Mill A,Nickel,89204.4,0.02907,0.8616,685.6,Actual
2023-01-01,Quebec,Mill B,Gold,93854.7,0.01317,0.8416,196.3,Actual
2023-01-01,Quebec,Mill B,Copper,29738.4,0.01663,0.6328,155.5,Actual
2023-01-01,Quebec,Mill B,Zinc,85418.2,0.01456,0.8168,968.1,Budget
2023-01-01,Quebec,Mill B,Nickel,70405.4,0.00247,0.7287,1070.8,Actual
2023-01-01,Ontario,North Pit,Gold,72389.6,0.01738,0.6751,1247.3,Actual
2023-01-01,Ontario,North Pit,Copper,89908.1,0.02162,0.8933,1887.0,Actual
2023-01-01,Ontario,North Pit,Zinc,73242.0,0.0233,0.9053,1340.7,Budget
2023-01-01,Ontario,North Pit,Nickel,87544.9,0.00133,0.7815,1420.0,Budget
2023-01-01,Ontario,South Pit,Gold,79570.4,0.01069,0.652,390.6,Actual
2023-01-01,Ontario,South Pit,Copper,49149.2,0.00133,0.8087,329.8,Budget
2023-01-01,Ontario,South Pit,Zinc,39312.8,0.01671,0.6151,293.2,Actual
2023-01-01,Ontario,South Pit,Nickel,45440.2,0.02042,0.7138,385.6,Budget
2023-01-01,Ontario,Mill A,Gold,56221.6,0.01424,1.0,767.1,Actual
2023-01-01,Ontario,Mill A,Copper,65579.5,0.0019,0.8614,163.0,Actual
2023-01-01,Ontario,Mill A,Zinc,90571.4,0.02073,0.882,402.9,Budget
2023-01-01,Ontario,Mill A,Nickel,39010.8,0.01647,0.8256,1771.0,Budget
2023-01-01,Ontario,Mill B,Gold,104528.3,0.02357,0.9852,953.3,Actual
2023-01-01,Ontario,Mill B,Copper,95458.8,0.02069,0.8894,206.5,Budget
2023-01-01,Ontario,Mill B,Zinc,55417.9,0.01936,0.71,266.1,Budget
2023-01-01,Ontario,Mill B,Nickel,48751.9,0.02148,0.7889,1221.8,Budget
2023-01-01,British Columbia,North Pit,Gold,40268.4,0.02731,0.8538,943.9,Budget
2023-01-01,British Columbia,North Pit,Copper,47022.3,0.00299,0.8387,1484.3,Actual
2023-01-01,British Columbia,North Pit,Zinc,37823.9,0.0166,0.5941,1283.9,Actual
2023-01-01,British Columbia,North Pit,Nickel,82445.6,0.02774,0.8784,1624.3,Actual
2023-01-01,British Columbia,South Pit,Gold,74101.6,0.02501,0.9764,1181.8,Actual
2023-01-01,British Columbia,South Pit,Copper,59869.4,0.02787,0.9159,1789.7,Actual
2023-01-01,British Columbia,South Pit,Zinc,51749.7,0.00247,0.8413,1515.8,Budget
2023-01-01,British Columbia,South Pit,Nickel,35588.8,0.0219,0.8568,1943.1,Budget
2023-01-01,British Columbia,Mill A,Gold,30629.5,0.01683,0.8673,1016.2,Budget
2023-01-01,British Columbia,Mill A,Copper,86522.3,0.01217,0.9428,388.2,Budget
2023-01-01,British Columbia,Mill A,Zinc,33850.0,0.01267,0.9092,793.7,Budget
2023-01-01,British Columbia,Mill A,Nickel,63748.9,0.01235,0.7627,315.9,Budget
2023-01-01,British Columbia,Mill B,Gold,61570.6,0.00835,0.7016,1093.3,Budget
2023-01-01,British Columbia,Mill B,Copper,28707.3,0.0088,0.6477,336.0,Actual
2023-01-01,British Columbia,Mill B,Zinc,38413.4,0.01782,0.8991,1529.4,Budget
2023-01-01,British Columbia,Mill B,Nickel,90010.8,0.02519,0.7834,1626.1,Budget
2023-01-01,Nova Scotia,North Pit,Gold,94532.4,0.00498,0.7886,1496.7,Budget
2023-01-01,Nova Scotia,North Pit,Copper,34519.8,0.01068,0.5784,279.8,Actual
2023-01-01,Nova Scotia,North Pit,Zinc,87202.9,0.0264,0.8237,1064.9,Budget
2023-01-01,Nova Scotia,North Pit,Nickel,33087.0,0.01404,0.8593,1048.7,Budget
2023-01-01,Nova Scotia,South Pit,Gold,73331.7,0.01637,0.6477,412.7,Actual
2023-01-01,Nova Scotia,South Pit,Copper,78082.8,0.02129,0.9008,2409.6,Actual
2023-01-01,Nova Scotia,South Pit,Zinc,44877.4,0.0059,0.5276,619.7,Actual
2023-01-01,Nova Scotia,South Pit,Nickel,25558.9,0.01013,0.5306,1111.9,Actual
2023-01-01,Nova Scotia,Mill A,Gold,50680.0,0.00821,0.7139,230.4,Budget
2023-01-01,Nova Scotia,Mill A,Copper,48703.5,0.02972,0.7423,1967.2,Budget
2023-01-01,Nova Scotia,Mill A,Zinc,96450.7,0.02959,0.9782,1872.5,Actual
2023-01-01,Nova Scotia,Mill A,Nickel,41380.7,0.02055,0.8535,1103.1,Budget
2023-01-01,Nova Scotia,Mill B,Gold,62257.1,0.00901,0.8833,445.7,Budget
2023-01-01,Nova Scotia,Mill B,Copper,51062.0,0.01198,0.7261,506.9,Budget
2023-01-01,Nova Scotia,Mill B,Zinc,35237.5,0.01294,0.8073,1708.8,Budget
2023-01-01,Nova Scotia,Mill B,Nickel,31886.9,0.00589,0.7644,849.4,Budget
2023-02-01,Canada,North Pit,Gold,80596.1,0.03302,0.9672,1091.1,Actual
2023-02-01,Canada,North Pit,Copper,62735.4,0.00813,0.9003,1739.2,Budget
2023-02-01,Canada,North Pit,Zinc,36793.1,0.01894,0.9278,1652.6,Budget
2023-02-01,Canada,North Pit,Nickel,86884.7,0.01072,0.7401,1672.0,Budget
2023-02-01,Canada,South Pit,Gold,87607.8,0.00416,0.9476,718.1,Actual
2023-02-01,Canada,South Pit,Copper,92077.5,0.02622,0.9483,781.9,Budget
2023-02-01,Canada,South Pit,Zinc,81775.3,0.01077,0.7737,181.1,Actual
2023-02-01,Canada,South Pit,Nickel,79410.2,0.00169,0.7662,364.3,Budget
2023-02-01,Canada,Mill A,Gold,72066.2,0.01651,0.7038,1283.7,Budget
2023-02-01,Canada,Mill A,Copper,57448.3,0.00598,0.6203,623.8,Actual
2023-02-01,Canada,Mill A,Zinc,52552.3,0.01773,0.712,320.9,Budget
2023-02-01,Canada,Mill A,Nickel,62302.3,0.00635,1.0,856.0,Actual
2023-02-01,Canada,Mill B,Gold,70424.7,0.01327,0.9234,946.0,Actual
2023-02-01,Canada,Mill B,Copper,68252.6,0.00779,0.7523,1685.4,Actual
2023-02-01,Canada,Mill B,Zinc,89817.1,0.02296,0.7216,1470.3,Budget
2023-02-01,Canada,Mill B,Nickel,94836.0,0.02099,0.7876,1690.0,Budget
2023-02-01,Holding Company,North Pit,Gold,51407.3,0.00404,0.9025,1406.5,Actual
2023-02-01,Holding Company,North Pit,Copper,77758.4,0.01441,0.7408,398.6,Actual
2023-02-01,Holding Company,North Pit,Zinc,74401.9,0.02314,0.9396,141.0,Budget
2023-02-01,Holding Company,North Pit,Nickel,30668.0,0.02241,0.8177,228.0,Budget
2023-02-01,Holding Company,South Pit,Gold,88396.0,0.01151,0.7895,604.1,Budget
2023-02-01,Holding Company,South Pit,Copper,67491.9,0.00526,0.9397,1422.3,Budget
2023-02-01,Holding Company,South Pit,Zinc,59816.1,0.00633,0.6158,1358.6,Actual
2023-02-01,Holding Company,South Pit,Nickel,88820.0,0.00833,0.7136,942.0,Actual
2023-02-01,Holding Company,Mill A,Gold,67815.5,0.0074,0.5456,303.2,Actual
2023-02-01,Holding Company,Mill A,Copper,75867.6,0.01979,0.8326,429.8,Budget
2023-02-01,Holding Company,Mill A,Zinc,67665.0,0.00898,0.7226,1079.4,Budget
2023-02-01,Holding Company,Mill A,Nickel,21819.8,0.0121,0.6143,467.4,Actual
2023-02-01,Holding Company,Mill B,Gold,23206.6,0.00123,0.6369,840.5,Actual
2023-02-01,Holding Company,Mill B,Copper,36798.5,0.00717,0.823,1365.2,Budget
2023-02-01,Holding Company,Mill B,Zinc,71662.8,0.01727,0.7772,1987.5,Budget
2023-02-01,Holding Company,Mill B,Nickel,25970.9,0.01373,0.6111,1254.1,Actual
2023-02-01,Alberta,North Pit,Gold,40869.4,0.01912,0.8964,252.5,Actual
2023-02-01,Alberta,North Pit,Copper,69177.4,0.02492,0.8312,58.3,Actual
2023-02-01,Alberta,North Pit,Zinc,32597.3,0.01029,0.54,152.6,Actual
2023-02-01,Alberta,North Pit,Nickel,85812.3,0.01789,0.7806,1019.8,Budget
2023-02-01,Alberta,South Pit,Gold,97291.2,0.0168,0.9064,421.2,Budget
2023-02-01,Alberta,South Pit,Copper,70731.0,0.02761,0.7828,89.8,Budget
2023-02-01,Alberta,South Pit,Zinc,30613.9,0.01176,0.7089,1709.7,Budget
2023-02-01,Alberta,South Pit,Nickel,43427.4,0.01618,0.8592,1461.3,Actual
2023-02-01,Alberta,Mill A,Gold,94289.3,0.02571,0.8978,1578.4,Budget
2023-02-01,Alberta,Mill A,Copper,31749.7,0.02105,0.6069,1425.8,Actual
2023-02-01,Alberta,Mill A,Zinc,97351.2,0.03515,0.8757,1607.4,Actual
2023-02-01,Alberta,Mill A,Nickel,32094.9,0.02182,0.7357,491.6,Budget
2023-02-01,Alberta,Mill B,Gold,40879.9,0.00437,0.7686,1468.7,Budget
2023-02-01,Alberta,Mill B,Copper,89146.2,0.02154,0.8793,1041.3,Actual
2023-02-01,Alberta,Mill B,Zinc,74507.4,0.01922,0.6534,388.5,Actual
2023-02-01,Alberta,Mill B,Nickel,58371.0,0.01564,0.787,1719.9,Budget
2023-02-01,Quebec,North Pit,Gold,33730.1,0.02051,0.8882,356.3,Budget
2023-02-01,Quebec,North Pit,Copper,96836.4,0.01274,0.822,1277.4,Budget
2023-02-01,Quebec,North Pit,Zinc,52225.0,0.01414,0.7779,1343.1,Actual
2023-02-01,Quebec,North Pit,Nickel,79196.7,0.02351,0.8379,538.4,Actual
2023-02-01,Quebec,South Pit,Gold,79320.5,0.01904,0.5963,484.4,Actual
2023-02-01,Quebec,South Pit,Copper,62700.9,0.02276,1.0,1652.6,Actual
2023-02-01,Quebec,South Pit,Zinc,103928.8,0.02331,0.7789,902.0,Actual
2023-02-01,Quebec,South Pit,Nickel,62972.3,0.00262,0.7273,214.8,Budget
2023-02-01,Quebec,Mill A,Gold,75476.0,0.00688,0.9445,85.0,Actual
2023-02-01,Quebec,Mill A,Copper,39224.0,0.01194,0.887,601.3,Actual
2023-02-01,Quebec,Mill A,Zinc,46159.6,0.00769,0.7095,804.0,Budget
2023-02-01,Quebec,Mill A,Nickel,86526.0,0.02488,0.7933,470.1,Actual
2023-02-01,Quebec,Mill B,Gold,36116.9,0.02621,0.9032,1870.5,Budget
