Date,Entity,Site,Commodity,Headcount,TrainingHours,ContractorRatio,Scenario
2024-11-01,Ontario,North Pit,Copper,180.3,3.5,0.31,Actual
2024-11-01,Ontario,North Pit,Zinc,111.6,4.7,0.33,Actual
2024-11-01,Ontario,North Pit,Nickel,125.8,4.7,0.22,Budget
2024-11-01,Ontario,South Pit,Gold,159.3,7.0,0.39,Actual
2024-11-01,Ontario,South Pit,Copper,194.6,6.9,0.37,Actual
2024-11-01,Ontario,South Pit,Zinc,120.4,3.3,0.27,Actual
2024-11-01,Ontario,South Pit,Nickel,165.1,3.5,0.43,Actual
2024-11-01,Ontario,Mill A,Gold,133.7,9.1,0.47,Actual
2024-11-01,Ontario,Mill A,Copper,150.4,4.2,0.33,Budget
2024-11-01,Ontario,Mill A,Zinc,172.8,3.5,0.49,Budget
2024-11-01,Ontario,Mill A,Nickel,130.2,4.1,0.14,Actual
2024-11-01,Ontario,Mill B,Gold,151.8,6.0,0.14,Budget
2024-11-01,Ontario,Mill B,Copper,161.0,9.4,0.39,Actual
2024-11-01,Ontario,Mill B,Zinc,124.8,6.8,0.21,Actual
2024-11-01,Ontario,Mill B,Nickel,175.7,8.5,0.36,Actual
2024-11-01,British Columbia,North Pit,Gold,83.3,2.0,0.2,Actual
2024-11-01,British Columbia,North Pit,Copper,132.2,10.0,0.34,Budget
2024-11-01,British Columbia,North Pit,Zinc,130.8,6.6,0.26,Budget
2024-11-01,British Columbia,North Pit,Nickel,162.5,7.4,0.54,Actual
2024-11-01,British Columbia,South Pit,Gold,124.2,2.2,0.46,Actual
2024-11-01,British Columbia,South Pit,Copper,150.1,4.2,0.19,Budget
2024-11-01,British Columbia,South Pit,Zinc,112.5,2.2,0.33,Actual
2024-11-01,British Columbia,South Pit,Nickel,167.9,7.6,0.16,Budget
2024-11-01,British Columbia,Mill A,Gold,151.7,6.7,0.23,Budget
2024-11-01,British Columbia,Mill A,Copper,164.9,5.3,0.14,Budget
2024-11-01,British Columbia,Mill A,Zinc,208.2,5.1,0.34,Actual
2024-11-01,British Columbia,Mill A,Nickel,171.5,3.4,0.23,Budget
2024-11-01,British Columbia,Mill B,Gold,171.9,8.4,0.11,Budget
2024-11-01,British Columbia,Mill B,Copper,203.7,7.8,0.31,Actual
2024-11-01,British Columbia,Mill B,Zinc,231.3,9.2,0.32,Actual
2024-11-01,British Columbia,Mill B,Nickel,145.0,8.1,0.11,Budget
2024-11-01,Nova Scotia,North Pit,Gold,130.8,3.1,0.46,Budget
2024-11-01,Nova Scotia,North Pit,Copper,158.1,5.6,0.22,Actual
2024-11-01,Nova Scotia,North Pit,Zinc,97.0,2.5,0.19,Actual
2024-11-01,Nova Scotia,North Pit,Nickel,152.0,7.3,0.22,Budget
2024-11-01,Nova Scotia,South Pit,Gold,157.5,3.3,0.14,Budget
2024-11-01,Nova Scotia,South Pit,Copper,173.5,9.4,0.3,Budget
2024-11-01,Nova Scotia,South Pit,Zinc,118.7,2.9,0.33,Actual
2024-11-01,Nova Scotia,South Pit,Nickel,133.4,8.9,0.15,Budget
2024-11-01,Nova Scotia,Mill A,Gold,174.1,3.5,0.26,Actual
2024-11-01,Nova Scotia,Mill A,Copper,168.2,10.0,0.45,Actual
2024-11-01,Nova Scotia,Mill A,Zinc,130.8,2.4,0.29,Budget
2024-11-01,Nova Scotia,Mill A,Nickel,145.6,8.3,0.49,Budget
2024-11-01,Nova Scotia,Mill B,Gold,115.1,6.6,0.11,Actual
2024-11-01,Nova Scotia,Mill B,Copper,205.4,2.5,0.46,Actual
2024-11-01,Nova Scotia,Mill B,Zinc,121.0,3.5,0.11,Budget
2024-11-01,Nova Scotia,Mill B,Nickel,214.1,5.0,0.44,Actual
2024-12-01,Canada,North Pit,Gold,131.0,2.9,0.16,Actual
2024-12-01,Canada,North Pit,Copper,239.8,8.0,0.41,Actual
2024-12-01,Canada,North Pit,Zinc,173.1,8.8,0.12,Budget
2024-12-01,Canada,North Pit,Nickel,91.8,2.6,0.17,Actual
2024-12-01,Canada,South Pit,Gold,142.9,7.2,0.23,Budget
2024-12-01,Canada,South Pit,Copper,124.7,5.0,0.17,Budget
2024-12-01,Canada,South Pit,Zinc,167.1,11.3,0.27,Actual
2024-12-01,Canada,South Pit,Nickel,169.3,8.8,0.37,Actual
2024-12-01,Canada,Mill A,Gold,141.0,3.5,0.21,Budget
2024-12-01,Canada,Mill A,Copper,145.0,7.3,0.46,Budget
2024-12-01,Canada,Mill A,Zinc,168.3,8.5,0.27,Actual
2024-12-01,Canada,Mill A,Nickel,129.3,7.1,0.45,Budget
2024-12-01,Canada,Mill B,Gold,121.9,2.6,0.48,Budget
2024-12-01,Canada,Mill B,Copper,150.7,5.8,0.14,Actual
2024-12-01,Canada,Mill B,Zinc,139.6,6.2,0.24,Actual
2024-12-01,Canada,Mill B,Nickel,146.8,5.3,0.27,Budget
2024-12-01,Holding Company,North Pit,Gold,162.0,7.6,0.31,Budget
2024-12-01,Holding Company,North Pit,Copper,194.6,5.2,0.5,Actual
2024-12-01,Holding Company,North Pit,Zinc,159.5,2.4,0.49,Budget
2024-12-01,Holding Company,North Pit,Nickel,120.6,5.7,0.19,Actual
2024-12-01,Holding Company,South Pit,Gold,141.6,7.9,0.41,Budget
2024-12-01,Holding Company,South Pit,Copper,110.4,5.3,0.36,Actual
2024-12-01,Holding Company,South Pit,Zinc,144.3,6.2,0.26,Actual
2024-12-01,Holding Company,South Pit,Nickel,124.7,7.6,0.44,Actual
2024-12-01,Holding Company,Mill A,Gold,101.8,2.0,0.27,Actual
2024-12-01,Holding Company,Mill A,Copper,120.5,5.3,0.37,Actual
2024-12-01,Holding Company,Mill A,Zinc,148.5,2.6,0.28,Budget
2024-12-01,Holding Company,Mill A,Nickel,163.8,6.2,0.23,Budget
2024-12-01,Holding Company,Mill B,Gold,204.1,8.2,0.58,Actual
2024-12-01,Holding Company,Mill B,Copper,159.6,2.1,0.34,Actual
2024-12-01,Holding Company,Mill B,Zinc,144.2,9.9,0.44,Budget
2024-12-01,Holding Company,Mill B,Nickel,161.1,7.9,0.3,Actual
2024-12-01,Alberta,North Pit,Gold,92.7,6.7,0.14,Actual
2024-12-01,Alberta,North Pit,Copper,138.8,9.7,0.46,Budget
2024-12-01,Alberta,North Pit,Zinc,201.1,9.9,0.37,Actual
2024-12-01,Alberta,North Pit,Nickel,179.3,8.4,0.32,Actual
2024-12-01,Alberta,South Pit,Gold,161.4,2.7,0.18,Budget
2024-12-01,Alberta,South Pit,Copper,122.3,9.5,0.11,Budget
2024-12-01,Alberta,South Pit,Zinc,117.7,4.3,0.22,Actual
2024-12-01,Alberta,South Pit,Nickel,122.7,6.5,0.34,Actual
2024-12-01,Alberta,Mill A,Gold,130.1,6.6,0.2,Budget
2024-12-01,Alberta,Mill A,Copper,141.6,5.4,0.5,Actual
2024-12-01,Alberta,Mill A,Zinc,210.8,12.6,0.37,Actual
2024-12-01,Alberta,Mill A,Nickel,126.5,2.6,0.45,Actual
2024-12-01,Alberta,Mill B,Gold,156.2,3.8,0.22,Actual
2024-12-01,Alberta,Mill B,Copper,141.9,4.8,0.52,Actual
2024-12-01,Alberta,Mill B,Zinc,130.0,7.9,0.12,Budget
2024-12-01,Alberta,Mill B,Nickel,133.9,8.0,0.3,Budget
2024-12-01,Quebec,North Pit,Gold,158.3,5.7,0.31,Budget
2024-12-01,Quebec,North Pit,Copper,142.8,3.9,0.49,Budget
2024-12-01,Quebec,North Pit,Zinc,185.2,7.9,0.36,Actual
2024-12-01,Quebec,North Pit,Nickel,167.2,9.7,0.16,Actual
2024-12-01,Quebec,South Pit,Gold,166.2,8.5,0.31,Budget
2024-12-01,Quebec,South Pit,Copper,133.3,4.8,0.24,Budget
2024-12-01,Quebec,South Pit,Zinc,162.1,2.3,0.29,Budget
2024-12-01,Quebec,South Pit,Nickel,139.9,8.0,0.13,Actual
2024-12-01,Quebec,Mill A,Gold,162.5,5.8,0.43,Budget
2024-12-01,Quebec,Mill A,Copper,134.4,7.5,0.19,Budget
2024-12-01,Quebec,Mill A,Zinc,156.8,4.3,0.27,Actual
2024-12-01,Quebec,Mill A,Nickel,104.1,4.6,0.15,Actual
2024-12-01,Quebec,Mill B,Gold,137.9,5.9,0.39,Budget
2024-12-01,Quebec,Mill B,Copper,147.2,4.9,0.47,Budget
2024-12-01,Quebec,Mill B,Zinc,203.0,3.2,0.4,Actual
2024-12-01,Quebec,Mill B,Nickel,170.1,5.9,0.44,Budget
2024-12-01,Ontario,North Pit,Gold,168.4,4.4,0.49,Actual
2024-12-01,Ontario,North Pit,Copper,186.1,11.1,0.42,Actual
2024-12-01,Ontario,North Pit,Zinc,169.8,2.6,0.39,Budget
2024-12-01,Ontario,North Pit,Nickel,140.6,5.8,0.1,Budget
2024-12-01,Ontario,South Pit,Gold,173.1,6.2,0.42,Actual
2024-12-01,Ontario,South Pit,Copper,132.2,7.7,0.25,Actual
2024-12-01,Ontario,South Pit,Zinc,196.1,5.4,0.28,Actual
2024-12-01,Ontario,South Pit,Nickel,159.7,4.0,0.5,Budget
2024-12-01,Ontario,Mill A,Gold,156.4,4.6,0.29,Budget
2024-12-01,Ontario,Mill A,Copper,125.2,2.2,0.24,Actual
2024-12-01,Ontario,Mill A,Zinc,138.9,3.0,0.13,Budget
2024-12-01,Ontario,Mill A,Nickel,179.8,5.1,0.33,Budget
2024-12-01,Ontario,Mill B,Gold,128.4,5.2,0.46,Budget
2024-12-01,Ontario,Mill B,Copper,200.3,5.4,0.6,Actual
2024-12-01,Ontario,Mill B,Zinc,174.6,2.6,0.4,Budget
2024-12-01,Ontario,Mill B,Nickel,132.5,5.2,0.21,Actual
2024-12-01,British Columbia,North Pit,Gold,179.8,6.6,0.29,Actual
2024-12-01,British Columbia,North Pit,Copper,104.4,4.7,0.31,Actual
2024-12-01,British Columbia,North Pit,Zinc,161.2,8.8,0.27,Budget
2024-12-01,British Columbia,North Pit,Nickel,145.5,4.9,0.35,Budget
2024-12-01,British Columbia,South Pit,Gold,179.5,6.1,0.12,Budget
2024-12-01,British Columbia,South Pit,Copper,115.7,7.2,0.2,Actual
2024-12-01,British Columbia,South Pit,Zinc,175.7,9.7,0.19,Actual
2024-12-01,British Columbia,South Pit,Nickel,154.5,6.7,0.15,Budget
2024-12-01,British Columbia,Mill A,Gold,122.5,3.2,0.35,Actual
2024-12-01,British Columbia,Mill A,Copper,135.6,8.5,0.25,Budget
2024-12-01,British Columbia,Mill A,Zinc,148.2,9.3,0.52,Actual
2024-12-01,British Columbia,Mill A,Nickel,97.1,2.8,0.23,Actual
2024-12-01,British Columbia,Mill B,Gold,134.9,5.7,0.39,Budget
2024-12-01,British Columbia,Mill B,Copper,133.7,9.6,0.38,Budget
2024-12-01,British Columbia,Mill B,Zinc,112.0,1.6,0.15,Actual
2024-12-01,British Columbia,Mill B,Nickel,126.8,9.7,0.34,Budget
2024-12-01,Nova Scotia,North Pit,Gold,112.7,6.2,0.08,Actual
2024-12-01,Nova Scotia,North Pit,Copper,137.1,9.1,0.28,Budget
2024-12-01,Nova Scotia,North Pit,Zinc,221.1,3.4,0.16,Actual
2024-12-01,Nova Scotia,North Pit,Nickel,143.7,4.1,0.18,Budget
2024-12-01,Nova Scotia,South Pit,Gold,155.1,9.1,0.32,Budget
2024-12-01,Nova Scotia,South Pit,Copper,174.8,6.7,0.19,Budget
2024-12-01,Nova Scotia,South Pit,Zinc,138.1,4.8,0.13,Budget
2024-12-01,Nova Scotia,South Pit,Nickel,132.0,7.8,0.36,Budget
2024-12-01,Nova Scotia,Mill A,Gold,163.6,11.7,0.58,Actual
2024-12-01,Nova Scotia,Mill A,Copper,95.9,4.8,0.17,Actual
2024-12-01,Nova Scotia,Mill A,Zinc,157.6,7.6,0.2,Budget
2024-12-01,Nova Scotia,Mill A,Nickel,167.1,9.8,0.17,Actual
2024-12-01,Nova Scotia,Mill B,Gold,140.1,7.4,0.19,Budget
2024-12-01,Nova Scotia,Mill B,Copper,159.6,9.1,0.42,Budget
2024-12-01,Nova Scotia,Mill B,Zinc,134.8,5.2,0.15,Budget
2024-12-01,Nova Scotia,Mill B,Nickel,182.1,3.8,0.26,Actual
2025-01-01,Canada,North Pit,Gold,134.8,8.9,0.5,Budget
2025-01-01,Canada,North Pit,Copper,133.6,9.2,0.23,Actual
2025-01-01,Canada,North Pit,Zinc,175.3,7.2,0.46,Actual
2025-01-01,Canada,North Pit,Nickel,207.3,2.9,0.44,Actual
2025-01-01,Canada,South Pit,Gold,163.4,11.2,0.42,Actual
2025-01-01,Canada,South Pit,Copper,167.2,9.3,0.19,Budget
2025-01-01,Canada,South Pit,Zinc,140.0,5.5,0.22,Budget
2025-01-01,Canada,South Pit,Nickel,130.4,5.9,0.34,Budget
2025-01-01,Canada,Mill A,Gold,186.1,9.6,0.31,Actual
2025-01-01,Canada,Mill A,Copper,156.5,3.5,0.29,Budget
2025-01-01,Canada,Mill A,Zinc,185.6,3.8,0.36,Actual
2025-01-01,Canada,Mill A,Nickel,176.9,3.1,0.47,Budget
2025-01-01,Canada,Mill B,Gold,141.7,2.1,0.39,Budget
2025-01-01,Canada,Mill B,Copper,139.8,9.2,0.42,Actual
2025-01-01,Canada,Mill B,Zinc,200.0,12.1,0.21,Actual
2025-01-01,Canada,Mill B,Nickel,218.7,7.0,0.51,Actual
2025-01-01,Holding Company,North Pit,Gold,102.4,3.8,0.25,Actual
2025-01-01,Holding Company,North Pit,Copper,190.4,9.3,0.26,Actual
2025-01-01,Holding Company,North Pit,Zinc,158.7,5.9,0.21,Actual
2025-01-01,Holding Company,North Pit,Nickel,166.6,12.8,0.65,Actual
2025-01-01,Holding Company,South Pit,Gold,157.7,6.1,0.38,Budget
2025-01-01,Holding Company,South Pit,Copper,188.7,4.2,0.42,Actual
2025-01-01,Holding Company,South Pit,Zinc,136.8,9.4,0.31,Budget
2025-01-01,Holding Company,South Pit,Nickel,139.6,8.1,0.24,Actual
2025-01-01,Holding Company,Mill A,Gold,114.2,5.5,0.16,Actual
2025-01-01,Holding Company,Mill A,Copper,199.0,11.0,0.6,Actual
2025-01-01,Holding Company,Mill A,Zinc,133.1,6.8,0.44,Budget
2025-01-01,Holding Company,Mill A,Nickel,134.6,5.5,0.18,Actual
2025-01-01,Holding Company,Mill B,Gold,171.3,3.4,0.28,Actual
2025-01-01,Holding Company,Mill B,Copper,197.7,3.1,0.41,Actual
2025-01-01,Holding Company,Mill B,Zinc,123.8,6.8,0.13,Actual
2025-01-01,Holding Company,Mill B,Nickel,147.7,6.3,0.35,Actual
2025-01-01,Alberta,North Pit,Gold,126.4,9.2,0.19,Actual
2025-01-01,Alberta,North Pit,Copper,165.1,5.5,0.51,Actual
2025-01-01,Alberta,North Pit,Zinc,160.6,5.6,0.17,Budget
2025-01-01,Alberta,North Pit,Nickel,140.8,3.0,0.26,Budget
2025-01-01,Alberta,South Pit,Gold,171.8,2.0,0.3,Budget
2025-01-01,Alberta,South Pit,Copper,159.1,2.5,0.5,Actual
2025-01-01,Alberta,South Pit,Zinc,132.2,6.4,0.1,Actual
2025-01-01,Alberta,South Pit,Nickel,175.5,5.1,0.11,Budget
2025-01-01,Alberta,Mill A,Gold,130.1,6.8,0.42,Actual
2025-01-01,Alberta,Mill A,Copper,92.6,3.5,0.31,Actual
2025-01-01,Alberta,Mill A,Zinc,123.4,1.6,0.27,Actual
2025-01-01,Alberta,Mill A,Nickel,121.1,3.0,0.3,Actual
2025-01-01,Alberta,Mill B,Gold,173.2,6.8,0.34,Actual
2025-01-01,Alberta,Mill B,Copper,129.3,2.0,0.11,Actual
2025-01-01,Alberta,Mill B,Zinc,174.6,9.8,0.12,Actual
2025-01-01,Alberta,Mill B,Nickel,194.3,7.5,0.19,Actual
2025-01-01,Quebec,North Pit,Gold,182.7,8.6,0.18,Actual
2025-01-01,Quebec,North Pit,Copper,158.7,5.1,0.15,Budget
2025-01-01,Quebec,North Pit,Zinc,168.2,9.0,0.47,Budget
2025-01-01,Quebec,North Pit,Nickel,179.4,6.6,0.37,Budget
2025-01-01,Quebec,South Pit,Gold,137.6,7.6,0.26,Budget
2025-01-01,Quebec,South Pit,Copper,169.9,9.5,0.36,Budget
2025-01-01,Quebec,South Pit,Zinc,156.3,4.7,0.34,Actual
2025-01-01,Quebec,South Pit,Nickel,110.3,5.9,0.19,Actual
2025-01-01,Quebec,Mill A,Gold,167.1,7.1,0.21,Actual
2025-01-01,Quebec,Mill A,Copper,121.3,9.5,0.39,Budget
2025-01-01,Quebec,Mill A,Zinc,150.2,3.0,0.26,Budget
2025-01-01,Quebec,Mill A,Nickel,102.3,6.3,0.24,Actual
2025-01-01,Quebec,Mill B,Gold,121.1,5.0,0.26,Budget
2025-01-01,Quebec,Mill B,Copper,128.4,6.2,0.28,Budget
2025-01-01,Quebec,Mill B,Zinc,108.9,7.4,0.31,Actual
2025-01-01,Quebec,Mill B,Nickel,126.4,7.4,0.3,Budget
2025-01-01,Ontario,North Pit,Gold,175.5,4.4,0.33,Budget
2025-01-01,Ontario,North Pit,Copper,159.8,9.6,0.49,Budget
2025-01-01,Ontario,North Pit,Zinc,179.2,9.4,0.41,Actual
2025-01-01,Ontario,North Pit,Nickel,175.0,8.4,0.48,Actual
2025-01-01,Ontario,South Pit,Gold,178.2,2.4,0.38,Budget
2025-01-01,Ontario,South Pit,Copper,108.6,3.7,0.3,Actual
2025-01-01,Ontario,South Pit,Zinc,126.6,6.6,0.16,Actual
2025-01-01,Ontario,South Pit,Nickel,192.3,5.9,0.38,Actual
2025-01-01,Ontario,Mill A,Gold,176.8,7.6,0.37,Actual
2025-01-01,Ontario,Mill A,Copper,136.5,7.2,0.12,Budget
2025-01-01,Ontario,Mill A,Zinc,122.5,6.0,0.5,Budget
2025-01-01,Ontario,Mill A,Nickel,184.2,10.9,0.22,Actual
2025-01-01,Ontario,Mill B,Gold,151.6,5.3,0.13,Budget
2025-01-01,Ontario,Mill B,Copper,144.8,2.9,0.44,Budget
2025-01-01,Ontario,Mill B,Zinc,144.6,9.8,0.24,Budget
2025-01-01,Ontario,Mill B,Nickel,168.6,5.0,0.42,Budget
2025-01-01,British Columbia,North Pit,Gold,128.1,5.7,0.2,Actual
2025-01-01,British Columbia,North Pit,Copper,148.3,5.4,0.35,Budget
2025-01-01,British Columbia,North Pit,Zinc,85.0,2.2,0.23,Actual
2025-01-01,British Columbia,North Pit,Nickel,121.1,5.0,0.17,Actual
2025-01-01,British Columbia,South Pit,Gold,231.4,5.1,0.61,Actual
2025-01-01,British Columbia,South Pit,Copper,165.6,5.6,0.29,Budget
2025-01-01,British Columbia,South Pit,Zinc,176.8,4.0,0.39,Budget
2025-01-01,British Columbia,South Pit,Nickel,177.7,6.6,0.41,Budget
2025-01-01,British Columbia,Mill A,Gold,170.5,2.3,0.43,Actual
2025-01-01,British Columbia,Mill A,Copper,144.3,6.3,0.3,Budget
2025-01-01,British Columbia,Mill A,Zinc,145.1,6.8,0.34,Budget
2025-01-01,British Columbia,Mill A,Nickel,93.3,3.4,0.12,Actual
2025-01-01,British Columbia,Mill B,Gold,144.0,6.0,0.45,Budget
2025-01-01,British Columbia,Mill B,Copper,123.6,4.7,0.28,Actual
2025-01-01,British Columbia,Mill B,Zinc,148.0,7.8,0.44,Budget
2025-01-01,British Columbia,Mill B,Nickel,153.1,2.4,0.19,Budget
2025-01-01,Nova Scotia,North Pit,Gold,197.9,9.0,0.48,Actual
2025-01-01,Nova Scotia,North Pit,Copper,145.1,7.7,0.26,Actual
2025-01-01,Nova Scotia,North Pit,Zinc,123.5,8.2,0.38,Budget
2025-01-01,Nova Scotia,North Pit,Nickel,167.9,6.5,0.36,Budget
2025-01-01,Nova Scotia,South Pit,Gold,169.1,3.4,0.19,Budget
2025-01-01,Nova Scotia,South Pit,Copper,172.2,5.3,0.37,Budget
2025-01-01,Nova Scotia,South Pit,Zinc,139.8,3.1,0.31,Actual
2025-01-01,Nova Scotia,South Pit,Nickel,145.8,8.4,0.29,Actual
2025-01-01,Nova Scotia,Mill A,Gold,137.6,4.5,0.14,Budget
2025-01-01,Nova Scotia,Mill A,Copper,150.9,3.6,0.4,Budget
2025-01-01,Nova Scotia,Mill A,Zinc,144.8,7.7,0.38,Budget
2025-01-01,Nova Scotia,Mill A,Nickel,134.5,2.0,0.14,Actual
2025-01-01,Nova Scotia,Mill B,Gold,134.7,4.9,0.33,Budget
2025-01-01,Nova Scotia,Mill B,Copper,138.4,5.1,0.47,Budget
2025-01-01,Nova Scotia,Mill B,Zinc,180.9,9.8,0.43,Actual
2025-01-01,Nova Scotia,Mill B,Nickel,140.1,8.9,0.37,Budget
2025-02-01,Canada,North Pit,Gold,150.1,6.3,0.21,Actual
2025-02-01,Canada,North Pit,Copper,149.3,3.8,0.21,Budget
2025-02-01,Canada,North Pit,Zinc,155.4,7.3,0.13,Budget
2025-02-01,Canada,North Pit,Nickel,153.9,2.4,0.19,Budget
2025-02-01,Canada,South Pit,Gold,156.9,7.9,0.31,Budget
2025-02-01,Canada,South Pit,Copper,175.9,5.5,0.18,Budget
2025-02-01,Canada,South Pit,Zinc,113.6,4.2,0.24,Actual
2025-02-01,Canada,South Pit,Nickel,154.6,5.2,0.43,Budget
2025-02-01,Canada,Mill A,Gold,83.7,2.4,0.23,Actual
2025-02-01,Canada,Mill A,Copper,144.7,8.7,0.15,Budget
2025-02-01,Canada,Mill A,Zinc,97.6,5.1,0.35,Actual
2025-02-01,Canada,Mill A,Nickel,177.7,6.1,0.45,Budget
2025-02-01,Canada,Mill B,Gold,162.4,3.4,0.35,Actual
2025-02-01,Canada,Mill B,Copper,170.5,7.3,0.25,Actual
2025-02-01,Canada,Mill B,Zinc,139.5,6.9,0.21,Budget
2025-02-01,Canada,Mill B,Nickel,206.5,3.7,0.37,Actual
2025-02-01,Holding Company,North Pit,Gold,125.7,5.2,0.44,Actual
2025-02-01,Holding Company,North Pit,Copper,205.2,5.9,0.31,Actual
2025-02-01,Holding Company,North Pit,Zinc,145.1,2.4,0.37,Budget
2025-02-01,Holding Company,North Pit,Nickel,133.3,5.7,0.18,Actual
2025-02-01,Holding Company,South Pit,Gold,157.0,3.9,0.48,Budget
2025-02-01,Holding Company,South Pit,Copper,171.0,5.5,0.22,Actual
2025-02-01,Holding Company,South Pit,Zinc,125.4,8.1,0.22,Budget
2025-02-01,Holding Company,South Pit,Nickel,220.6,2.7,0.41,Actual
2025-02-01,Holding Company,Mill A,Gold,176.6,2.7,0.37,Budget
2025-02-01,Holding Company,Mill A,Copper,127.1,9.6,0.15,Budget
2025-02-01,Holding Company,Mill A,Zinc,156.9,2.8,0.25,Budget
2025-02-01,Holding Company,Mill A,Nickel,139.6,2.3,0.29,Actual
2025-02-01,Holding Company,Mill B,Gold,143.9,7.6,0.28,Budget
2025-02-01,Holding Company,Mill B,Copper,130.5,6.3,0.23,Budget
2025-02-01,Holding Company,Mill B,Zinc,143.6,4.5,0.11,Budget
2025-02-01,Holding Company,Mill B,Nickel,156.0,2.7,0.49,Actual
2025-02-01,Alberta,North Pit,Gold,140.7,6.2,0.33,Budget
2025-02-01,Alberta,North Pit,Copper,142.3,3.0,0.37,Actual
2025-02-01,Alberta,North Pit,Zinc,139.2,9.1,0.36,Budget
2025-02-01,Alberta,North Pit,Nickel,209.6,11.6,0.41,Actual
2025-02-01,Alberta,South Pit,Gold,120.5,8.0,0.26,Budget
2025-02-01,Alberta,South Pit,Copper,163.0,11.1,0.47,Actual
2025-02-01,Alberta,South Pit,Zinc,103.6,6.3,0.29,Actual
2025-02-01,Alberta,South Pit,Nickel,230.3,7.0,0.64,Actual
2025-02-01,Alberta,Mill A,Gold,142.5,7.7,0.36,Actual
2025-02-01,Alberta,Mill A,Copper,140.0,9.5,0.19,Actual
2025-02-01,Alberta,Mill A,Zinc,122.0,3.5,0.4,Budget
2025-02-01,Alberta,Mill A,Nickel,130.8,6.8,0.19,Actual
2025-02-01,Alberta,Mill B,Gold,165.3,5.6,0.41,Actual
2025-02-01,Alberta,Mill B,Copper,150.2,2.6,0.34,Budget
2025-02-01,Alberta,Mill B,Zinc,204.9,10.3,0.49,Actual
2025-02-01,Alberta,Mill B,Nickel,149.3,6.0,0.12,Budget
2025-02-01,Quebec,North Pit,Gold,120.7,4.6,0.23,Actual
2025-02-01,Quebec,North Pit,Copper,120.8,2.1,0.47,Budget
2025-02-01,Quebec,North Pit,Zinc,118.7,6.7,0.19,Actual
2025-02-01,Quebec,North Pit,Nickel,127.3,2.4,0.11,Budget
2025-02-01,Quebec,South Pit,Gold,125.0,7.2,0.43,Budget
2025-02-01,Quebec,South Pit,Copper,145.0,7.3,0.34,Budget
2025-02-01,Quebec,South Pit,Zinc,147.9,5.1,0.21,Actual
2025-02-01,Quebec,South Pit,Nickel,142.5,2.2,0.47,Budget
2025-02-01,Quebec,Mill A,Gold,156.5,3.5,0.18,Budget
2025-02-01,Quebec,Mill A,Copper,203.8,10.7,0.14,Actual
2025-02-01,Quebec,Mill A,Zinc,166.0,8.0,0.45,Budget
2025-02-01,Quebec,Mill A,Nickel,168.0,4.5,0.19,Budget
2025-02-01,Quebec,Mill B,Gold,167.4,5.3,0.22,Actual
2025-02-01,Quebec,Mill B,Copper,126.8,4.1,0.17,Budget
2025-02-01,Quebec,Mill B,Zinc,131.5,6.8,0.21,Budget
2025-02-01,Quebec,Mill B,Nickel,176.5,4.3,0.21,Budget
2025-02-01,Ontario,North Pit,Gold,199.8,6.7,0.24,Actual
2025-02-01,Ontario,North Pit,Copper,152.3,10.3,0.3,Actual
2025-02-01,Ontario,North Pit,Zinc,128.6,5.2,0.2,Budget
2025-02-01,Ontario,North Pit,Nickel,145.6,2.7,0.39,Actual
2025-02-01,Ontario,South Pit,Gold,156.4,7.5,0.15,Budget
2025-02-01,Ontario,South Pit,Copper,123.8,3.0,0.46,Budget
2025-02-01,Ontario,South Pit,Zinc,158.6,6.0,0.39,Actual
2025-02-01,Ontario,South Pit,Nickel,147.8,6.2,0.36,Actual
2025-02-01,Ontario,Mill A,Gold,143.4,4.7,0.32,Budget
2025-02-01,Ontario,Mill A,Copper,108.2,4.5,0.3,Actual
2025-02-01,Ontario,Mill A,Zinc,150.5,7.3,0.29,Actual
2025-02-01,Ontario,Mill A,Nickel,131.9,4.2,0.5,Actual
2025-02-01,Ontario,Mill B,Gold,131.0,3.8,0.18,Budget
2025-02-01,Ontario,Mill B,Copper,130.6,4.5,0.34,Budget
2025-02-01,Ontario,Mill B,Zinc,177.2,8.1,0.25,Budget
2025-02-01,Ontario,Mill B,Nickel,179.1,8.0,0.4,Budget
2025-02-01,British Columbia,North Pit,Gold,156.4,9.9,0.12,Budget
2025-02-01,British Columbia,North Pit,Copper,144.6,6.2,0.21,Budget
2025-02-01,British Columbia,North Pit,Zinc,204.2,9.3,0.29,Actual
2025-02-01,British Columbia,North Pit,Nickel,114.4,2.4,0.25,Actual
2025-02-01,British Columbia,South Pit,Gold,128.5,2.9,0.16,Budget
2025-02-01,British Columbia,South Pit,Copper,140.0,4.2,0.36,Budget
2025-02-01,British Columbia,South Pit,Zinc,151.5,8.8,0.27,Actual
2025-02-01,British Columbia,South Pit,Nickel,169.8,4.5,0.59,Actual
2025-02-01,British Columbia,Mill A,Gold,136.5,9.0,0.42,Budget
2025-02-01,British Columbia,Mill A,Copper,138.2,8.4,0.44,Budget
2025-02-01,British Columbia,Mill A,Zinc,159.6,9.7,0.44,Actual
2025-02-01,British Columbia,Mill A,Nickel,212.9,7.6,0.55,Actual
2025-02-01,British Columbia,Mill B,Gold,176.2,8.8,0.19,Budget
2025-02-01,British Columbia,Mill B,Copper,93.6,6.3,0.32,Actual
2025-02-01,British Columbia,Mill B,Zinc,168.8,10.2,0.52,Actual
